German,English
vergehen ,elapse
ahnen ,suspect
verbessern ,improve
herzog ,duke
diskussion ,discussion
gehalt ,salary
lemon ,lemon
freak ,freak
glocke ,Bell jar
forschung ,research
geradeaus ,straight
fette ,fat
iris ,iris
rechnungen ,bills
kasse ,cashbox
tödlich ,deadly
tieren ,animals
ian ,ian
oberfläche ,surface
gitarre ,guitar
bedienen ,serve
Jan ,Jan
zwang ,force
marsh ,marsh
politiker ,Politician
bären ,bears
vereint ,united
irgendeiner ,anyone
subcentral.de ,subcentral.de
ward ,was
besuche ,visit
schreckliches ,terrible
schoss ,lap
collins ,collins
werkzeug ,Tool
kranken ,suffer
neffe ,nephew
sue ,sue
dauerte ,took
brooklyn ,brooklyn
lebenden ,living
bevölkerung ,population
hergebracht ,brought
just ,just
durchziehen ,pull through
gepackt ,packed
service ,service
furchtbare ,terrible
liebster ,dearest
flieger ,flyer
vorschriften ,regulations
beherrschen ,dominate
guy ,guy
detail ,detail
ausgewählt ,selected
herunter ,down
schriftsteller ,writer
wärt ,'d be
kümmer ,'ll take care
andererseits ,on the other hand
bay ,bay
gene ,gene
shuttle ,shuttle
üblich ,common
entführen ,kidnap
ike ,ike
jury ,jury
box ,box
ausgedacht ,thought
freddy ,freddy
partys ,partys
rausgefunden ,found out
plant ,plans
feige ,cowardly
gesungen ,sung
möbel ,Furniture
bewährung ,probation
schieße ,shoot
umgeben ,surround
berater ,consultant
e-mail ,e-mail
bailey ,bailey
zoo ,zoo
gedicht ,poem
lorelai ,lorelai
bellt ,barks
vorschlagen ,suggest
genießt ,enjoy
baseball ,baseball
locken ,Curls
ooh ,ooh
trennung ,separation
lautsprecher ,speaker
ticket ,ticket
umwerfend ,staggeringly
kanzlei ,chancellery
wahres ,real
zufolge ,according to
come ,come
hebt ,lifts
anschlag ,attack
timing ,timing
kid ,kid
tucker ,tucker
befehlen ,command
etage ,floor
dazwischen ,between
jules ,jules
heisst ,is called
objekt ,object
bedaure ,sorry
wobei ,in which
kokain ,cocaine
strategie ,strategy
freundes ,boyfriend
wolken ,clouds
gräfin ,countess
bruno ,bruno
getreten ,entered
cal ,cal
pardon ,pardon
genosse ,comrade
ungut ,uncomfortable
verteilen ,to distribute
fuchs ,Fox
day ,day
organisiert ,organized
bla ,bla
up ,up
world ,world
east ,east
löcher ,holes
aktiv ,active
hunter ,hunter
werfe ,throw
beantwortet ,answer
meist ,most of time
reis ,rice
hierhin ,here
scotch ,Scotch
überfahren ,run over
logisch ,logical
heather ,heather
französische ,French
bekannte ,known
episode ,episode
engagiert ,involved
manipuliert ,manipulated
zellen ,cell
are ,are
blake ,blake
dienste ,services
sodass ,so that
volkes ,people
golf ,golf
janet ,janet
schmeißen ,throw
grand ,grand
zurückgekehrt ,returned
eröffnet ,open
summt ,humming
unterrichten ,teaching
verschaffen ,provide
verlobte ,fiancée
erfahrungen ,experience
shit ,shit
persönlichkeit ,personality
gina ,gina
streichen ,to brush
offenen ,open
weisheit ,wisdom
vergeht ,passes
beruhig ,calm down
zielen ,aim
fans ,fans
wüsstest ,knew
ashley ,ashley
schuldet ,owes
erhöhen ,increase
schönsten ,most
momente ,moments
adrian ,adrian
kameraden ,kameraden
eingebrochen ,broken into
amüsiert ,amused
erwähnte ,mentioned
mitch ,mitch
premierminister ,prime minister
geringste ,least
übernachten ,stay
infiziert ,infected
goa ,goa
dinner ,dinner
rieche ,smell
kredit ,credit
allison ,allison
lake ,brine
legal ,legal
merke ,notice
jubel ,jubilation
klänge ,sounds
größeren ,larger
bewacht ,guarded
vietnam ,Vietnam
lehren ,to teach
chandler ,chandler
präsentieren ,present
nacken ,neck
auflegen ,hang up
vergangen ,past
fangt ,catches
hühner ,Chicken
hector ,hector
teal ,teal
sprengen ,bust
einsperren ,lock up
turner ,gymnast
zusammenhang ,context
wahrer ,true
joan ,joan
marco ,marco
breit ,wide
pfeife ,pipe
treibst ,drift
rannte ,ran
beschuldigt ,accused
set ,set
verlegt ,relocated
überraschungen ,surprises
orleans ,Orleans
douglas ,douglas
tauchen ,dive
verdanken ,owe
nadel ,needle
psst ,psst
gelacht ,laughing
apfel ,Apple
behilflich ,helpful
dreckskerl ,louse
mitgefühl ,compassion
wichtigsten ,most important
krieges ,war
wehe ,drift
hope ,hope
heirat ,marriage
exakt ,exactly
widerstehen ,resist
höchst ,maximum
zurückgelassen ,left behind
gespürt ,felt
methoden ,methods
interessantes ,interesting
sau ,sow
notaufnahme ,emergency department
verwandten ,relatives
jeffrey ,jeffrey
trinkgeld ,tip
ermitteln ,determine
riechst ,smell
beach ,beach
sorte ,variety
kartoffeln ,potatoes
bo ,bo
elefanten ,elephants
sichere ,secure
sämtliche ,all
gekündigt ,terminated
vereinbarung ,agreement
harmlos ,harmless
weiber ,weiber
this ,this
dicken ,thick
rauskommt ,comes out
old ,old
angestellten ,salaried
datum ,date
bezug ,reference
kerzen ,candles
lawrence ,lawrence
marsch ,march
benötigt ,needed
ermittlung ,detection
lagen ,lay
unbekannt ,unknown
gefressen ,eaten
brett ,board
manieren ,manners
han ,han
enthält ,contains
anfing ,started
kümmerst ,take care
berühmte ,famous
schwieriger ,more difficult
piloten ,pilots
scherze ,joking
anfängt ,begins
läufst ,'re running
bekannten ,known
rasen ,race
empfehlen ,recommend
härter ,harder
geweckt ,aroused
befördert ,promoted
reiter ,equestrian
empfinden ,feel
j ,j
bereite ,ready
täte ,would do
benutzte ,used
halloween ,Halloween
abgesagt ,canceled
down ,down
quasi ,so to say
kocht ,cooks
reingekommen ,came in
hupen ,honk
hinunter ,down
vorüber ,past
ausdrücken ,express
reese ,reese
elliot ,elliot
perfekten ,perfect
folgte ,followed
rebellen ,rebels
di ,di
hauptsächlich ,mainly
schuppen ,scale
braver ,brave
neill ,neill
zwanzig ,twenty
berichtet ,reported
einrichtung ,Facility
November ,November
sensoren ,sensors
korrigiert ,corrected
houston ,houston
richie ,richie
verdächtig ,suspicious
legst ,put
aufgebracht ,upset
alternative ,alternative
experte ,expert
ferne ,distance
prinzip ,principle
holte ,took
richte ,judge
donald ,donald
weisen ,point
ozean ,ocean
gelungen ,successful
natalie ,natalie
esther ,esther
abschaum ,scum
stevie ,stevie
überwacht ,supervised
schwierige ,difficult
ausgedrückt ,expressed
hastings ,hastings
notruf ,emergency call
riss ,crack
bremsen ,slow down
häufig ,frequently
aktivieren ,activate
lloyd ,lloyd
anstrengend ,exhausting
antwortet ,responds
ais ,ais
verschwörung ,conspiracy
kellner ,Waiter
startet ,starts
franklin ,Franklin
andermal ,some other time
humphrey ,humphrey
evan ,evan
lkw ,truck
erhält ,receives
schmeißt ,throw
fürst ,Prince
carson ,carson
perry ,perry
küsse ,kiss
gebet ,prayer
miranda ,miranda
melancholische ,melancholy
räume ,rooms
riskiert ,risks
verhindert ,prevented
ausrede ,excuse
darling ,Darling
tüte ,bag
manhattan ,Manhattan
operiert ,surgery
unfassbar ,incomprehensible
herrin ,mistress
hergestellt ,produced
lila ,purple
gerichtet ,directional
fordern ,demand
fischen ,fishing
kriminelle ,criminal
jenem ,that
verschafft ,provides
dezember ,December
anspruch ,claim
räuspert ,clears throat
sid ,sid
unsichtbar ,invisible
keith ,keith
seth ,seth
ersetzt ,replaced
ruby ,ruby
handtuch ,towel
yang ,yang
dale ,dale
blödes ,stupid
doof ,stupid
wertvoll ,valuable
kardinal ,cardinal
jefferson ,jefferson
kommunikation ,communication
operieren ,operate
problemen ,problems
aliens ,aliens
cameron ,cameron
erik ,erik
erkannte ,recognized
river ,river
loszuwerden ,get rid of
unnötig ,unnecessary
begleite ,accompany
analyse ,analysis
hochzeitstag ,wedding day
melodie ,melody
wehren ,fight
pablo ,pablo
romantische ,romantic
zurückrufen ,call back
rente ,pension
zeremonie ,ceremony
platte ,plate
now ,now
ersatz ,replacement
mütze ,Cap
veränderungen ,changes
zeugin ,honor
rührt ,stirs
versichert ,insured
teilt ,Splits
russisch ,Russian
wundervolle ,wonderful
willy ,willy
wiederhören ,hear again
passagiere ,passengers
diebe ,thieves
guckst ,guckst
fließt ,flows
elend ,misery
andauernd ,constantly
nicky ,nicky
ungeheuer ,enormous
fit ,fit
zeitverschwendung ,waste of time
ansicht ,view
gefährliche ,dangerous
bell ,bell
vierte ,fourth
verbrachte ,spent
zentimeter ,centimeter
trete ,kick
politische ,political
interessen ,Interests
anlage ,investment
anderson ,anderson
autounfall ,car accident
gefangener ,Prisoner
aufstand ,revolt
schafe ,sheep
absolute ,absolute
kontakte ,contacts
trip ,trip
notizen ,notes
ausgegeben ,output
versorgt ,provided
gnaden ,gnaden
piraten ,pirates
eli ,eli
stuart ,stuart
sowohl ,either
muskeln ,muscles
unwahrscheinlich ,unlikely
steak ,steak
japaner ,Japanese
spritze ,syringe
there ,there
fesseln ,tie up
umarmen ,embrace
loser ,loose
begleitet ,accompanied
früheren ,earlier
ally ,ally
wacht ,watching
morden ,murder
eingefallen ,sunken
fox ,fox
schneide ,cutting edge
weiten ,widen
times ,x
musiker ,Musician
reichweite ,Range
hood ,hood
maya ,Maya
handys ,mobile phones
öffentlichen ,public
beleidigen ,offend
russischen ,Russian
gabriel ,gabriel
glenn ,glenn
erschien ,appeared
romeo ,romeo
wünsch ,wish
schach ,chess
explodieren ,explode
kater ,Male cat
wundern ,surprise
französischen ,French
thompson ,thompson
habs ,habs
beeinflussen ,influence
heult ,howls
hinfahren ,drive to
bedingung ,condition
empfinde ,feel
top ,Top
gemocht ,liked
heran ,zoom
stella ,stella
ärgern ,to annoy
klingst ,klingst
konkurrenz ,competitor
erfordert ,requires
mädchens ,girl
unsicher ,uncertain
festung ,fortress
runden ,round
detektiv ,detective
pastor ,pastor
kratzer ,scratch
junges ,young
melissa ,melissa
gruselig ,creepy
flugzeuge ,aircraft
durchgeführt ,carried out
intelligenz ,intelligence
stieg ,rose
zugestimmt ,approved
mutti ,mom
genieße ,enjoy
schützt ,protects
rückzug ,retreat
konzentriert ,concentrated
schäme ,ashamed
reserviert ,reserved
goldenen ,golden
bude ,booth
metall ,metal
kane ,kane
jacques ,jacques
nüchtern ,sober
absichten ,intentions
south ,south
handschuhe ,gloves
erschießt ,shoots
arrangiert ,arranges
verwundet ,wounded
debbie ,debbie
bates ,bates
anfühlt ,feels
drückt ,presses
absagen ,cancel
behalt ,reserves
einiger ,some
russische ,Russian
beeindrucken ,impress
düstere ,gloomy
geschäftlich ,business
egoistisch ,selfish
mario ,Mario
rocky ,rocky
ranch ,ranch
pat ,pat
gerücht ,rumor
jen ,jen
temperatur ,temperature
weggenommen ,taken away
tickets ,tickets
li ,li
ablenken ,distract
verletzung ,injury
anwesend ,present
umlegen ,tilt
einfachen ,easy
gehorchen ,to obey
gemalt ,painted
duncan ,duncan
räuber ,robber
adler ,Eagle
süßigkeiten ,Sweets
lunge ,lung
zurückziehen ,withdraw
wyatt ,wyatt
sonnenuntergang ,sunset
oper ,Opera
agentur ,Agency
kühe ,cows
aufräumen ,to clean up
krach ,crash
sharon ,sharon
ablehnen ,reject
graham ,graham
pfeil ,arrow
unbekannte ,unknown
aussprechen ,pronounce
route ,route
emotional ,emotionally
belästigen ,bother
kälte ,cold
sektor ,sector
blockiert ,blocked
öffentliche ,public
schweden ,Sweden
gates ,gates
häuptling ,chief
märz ,March
nummern ,numbers
dar ,is
irrst ,wrong
leite ,leite
frosch ,frog
vorübergehend ,temporarily
büchern ,books
mick ,mick
miese ,lousy
anfangs ,at first
verwandt ,related
gefährdet ,endangered
cola ,cola
falscher ,counterfeiter
kara ,kara
verängstigt ,frightened
quellen ,sources
republik ,republic
f ,f
us ,us
silber ,silver
aß ,ate
umschlag ,envelope
freust ,looking forward
hinsicht ,respect
ereignis ,event
beschissene ,fucking
vergraben ,bury
gebunden ,bound
marion ,marion
ente ,duck
gläser ,glasses
kommentar ,comment
doppelte ,duplicate
boris ,boris
sanfte ,litter
gibbs ,gibbs
lola ,lola
buck ,buck
zivilisation ,civilization
tiefen ,deep
reicher ,rich
verhaftung ,arrest
meldung ,report
bohnen ,beans
pfeifen ,Pipes
hall ,hall
leon ,leon
raketen ,rocketry
gutem ,good
versetzen ,offset
ziege ,goat
löwe ,lion
cat ,cat
central ,central
tötest ,kill
pierce ,pierce
privatsphäre ,privacy
j. ,j.
büßen ,atone
kalten ,cold
eid ,oath
burschen ,burschen
zweit ,second
unterscheiden ,distinguish
gerechnet ,expected
telegramm ,telegram
sprecht ,speak
babysitter ,baby-sitter
pfad ,path
getanzt ,danced
mafia ,mafia
verteidigt ,defended
abschalten ,switch off
wellen ,waves
besoffen ,smashed
diensten ,services
abschließen ,to lock
angehalten ,required
doyle ,doyle
assistent ,assistant
ketten ,chain
reist ,traveling
merkst ,notice
bot ,offered
gwen ,gwen
inwiefern ,in what way
pille ,pill
bock ,buck
korb ,basket
herrschaften ,reigns
en ,s
bedauern ,regret
angefasst ,touched
heißer ,hot
aufrichtig ,sincerely
conrad ,conrad
versorgen ,supply
sperren ,lock
naiv ,naive
mauern ,stonewall
hugo ,Hugo
erweisen ,prove
zurücklassen ,leave behind
samurai ,samurai
hoffnungen ,hopes
feststellen ,determine
finch ,finch
mandanten ,client
quartier ,quarters
philippe ,philippe
neidisch ,envious
alicia ,alicia
chips ,crisps
zugelassen ,authorized
weibliche ,female
schlauer ,smarter
vorwürfe ,accusations
aushalten ,withstand
einschlafen ,fall asleep
transport ,transport
laptop ,Laptop
arrangieren ,arrange
städte ,cities
vorzustellen ,present
unterm ,under the
flash ,flash
u-bahn ,Subway
status ,status
bond ,bond
stephanie ,stephanie
zweifellos ,undoubtedly
rückwärts ,backward
chffff ,chffff
skandal ,scandal
angebracht ,appropriate
pressen ,press
tschuldigung ,Sorry
papierkram ,paperwork
trat ,joined
gemeinschaft ,community
instinkt ,instinct
flitterwochen ,honeymoon
narbe ,scar
kombination ,combination
vorgesetzten ,superiors
ausprobieren ,try out
solcher ,such
sexuelle ,sexual
geliebter ,beloved
julien ,julien
lauren ,lauren
ignoriert ,ignored
leslie ,leslie
zogen ,pulled
zahnarzt ,dentist
gelitten ,suffered
zutritt ,access
vergewaltigung ,rape
drehe ,turn
ertrage ,bear
andern ,to change
streich ,Prank
kichert ,giggles
sternenflotte ,starfleet
kreaturen ,creatures
reif ,ripe
übermorgen ,day after tomorrow
dicker ,thick
got ,got
nest ,nest
but ,but
angerichtet ,done
verklagen ,Sue
helm ,helmet
bingo ,bingo
vergleichen ,to compare
schweiz ,Switzerland
bemerken ,to notice
herbst ,autumn
meredith ,meredith
zurückholen ,get back
nazis ,nazis
stamm ,tribe
auswahl ,selection
braves ,braves
sichergehen ,play it safe
antreten ,compete
lester ,lester
vorstand ,Board
sdi ,sDI
robbie ,robbie
organisieren ,to organize
tank ,tank
let ,let
besprechung ,meeting
studium ,Education
gossip ,gossip
kreditkarte ,Credit card
schwuchtel ,queen
profil ,profile
donner ,thunder
drake ,drake
schrecken ,scare
stall ,barn
saßen ,sat
quitt ,quits
hotels ,hotels
respektiere ,respect
kandidaten ,candidates
schulen ,schools
crane ,crane
geschäftsmann ,businessman
arnold ,arnold
läutet ,rings
lachst ,laughing
champion ,champion
unverständlich ,incomprehensible
ermorden ,to murder
betracht ,consideration
schadet ,harm
fester ,solid
aah ,aah
rühren ,stir
geregelt ,controlled
unterbrochen ,interrupted
angesicht ,face
kriminellen ,criminal
when ,When
helena ,helena
einzelheiten ,details
anlügen ,lie to
beschütze ,protect
stattfinden ,occur
dads ,dads
fortschritt ,progress
gelingt ,succeed
feierabend ,end of working day
feste ,firm
burger ,burger
spannend ,exciting
deputy ,deputy
einnehmen ,take in
schalte ,switch
passwort ,password
würstchen ,hot dog
mittlerweile ,meanwhile
aufzugeben ,give up
führst ,threading tail
harper ,harper
zivilisten ,civilians
ewige ,everlasting
emotionen ,emotions
beurteilen ,judge
käufer ,buyer
stars ,stars
erwachsenen ,adult
division ,division
aufzunehmen ,take
booth ,booth
werft ,shipyard
ältere ,elder
banken ,banks
kätzchen ,kitten
option ,option
heiratest ,marry
rettete ,saved
aufstellen ,put up
husten ,to cough
schublade ,drawer
gestürzt ,overthrown
seattle ,Seattle
ankommt ,arrives
befragt ,questioned
buchstaben ,letters
spielten ,played
gestiegen ,gone up
abgefahren ,worn
gewaschen ,washed
anzunehmen ,to accept
rob ,rob
anzahl ,number
zombies ,zombies
have ,have
anhänger ,pendant
gewisser ,some
vorkommen ,occurrence
festnehmen ,arrest
willow ,willow
medizinischen ,medical
kern ,core
offene ,open
gefeiert ,celebrated
anschließen ,connect
rico ,rico
clarke ,clarke
erfindung ,invention
besserer ,better
autopsie ,autopsy
rucksack ,backpack
zwingt ,forces
gnädige ,gracious
einsamkeit ,lonliness
gesprungen ,bound
t-shirt ,T-shirt
geopfert ,sacrificed
lena ,lena
beiseite ,aside
umgekehrt ,vice versa
geschworenen ,jury
draussen ,outside
ausgesprochen ,pronounced
beseitigen ,remove
burg ,Castle
ausführen ,To run
gesperrt ,blocked
carla ,carla
irrer ,irrer
drehte ,turned
ersparen ,save
force ,force
frech ,naughty
einziehen ,move in
kira ,kira
hot ,hot
genehmigung ,approval
tankstelle ,Gas station
versteckte ,hidden
interessanter ,more interesting
schneider ,cutter
gelb ,yellow
et ,et
gefährden ,threaten
handtasche ,purse
urteilen ,to judge
erhöht ,elevated
preise ,Prices
bumm ,bumm
unbekannten ,unknown
gelten ,be valid
life ,life
butler ,butler
möglichst ,preferably
münze ,coin
singe ,sing
saison ,season
andrea ,andrea
partnerin ,partnerin
haltung ,attitude
vollidiot ,dumbass
fasst ,summarizes
winston ,Winston
minus ,minus
pflichten ,obligations
spar ,saving
demselben ,the same
ruhestand ,retirement
versteckst ,hide
kai ,quay
bewachen ,guard
oz ,oz
vera ,vera
anhörung ,hearing
lieder ,Songs
miguel ,miguel
dreckig ,dirty
verbreiten ,spread
wei ,wei
sch ,sch
carmen ,carmen
first ,ridge
schenke ,Donate
wölfe ,wolves
erholen ,recover
bedenkt ,considering
blutet ,bleeds
freddie ,freddie
beschweren ,complain
schmeiß ,throw
gauner ,rogue
verursachen ,cause
elvis ,elvis
produkt ,product
cathy ,Cathy
tafel ,blackboard
kacke ,shit
versammelt ,gathered
sandra ,sandra
regelmäßig ,regularly
geschrei ,shouting
ruder ,rudder
allah ,Allah
vollen ,full
aktivitäten ,activities
wohnte ,lived
kaninchen ,Rabbits
systeme ,systems
orange ,orange
platten ,plates
rex ,rex
y ,y
geliehen ,lent
befolgen ,follow
belästigt ,molested
hongkong ,Hong Kong
zombie ,zombie
vorgeht ,going
heißes ,hot
überprüfe ,check
veröffentlicht ,released
erschieß ,shoot
mahlzeit ,enjoy the meal
offizielle ,official
yorker ,yorker
angie ,angie
aufbrechen ,set out
überlasse ,leave
get ,get
kenntnis ,knowledge
beschissenen ,shitty
trevor ,trevor
verbindet ,combines
sanitäter ,paramedic
überraschend ,surprised
geantwortet ,responded
droht ,threatens
italienisch ,Italian
verhör ,interrogation
größeres ,larger
klagen ,complain
dichter ,poet
großartiger ,great
gratis ,free
fürchtet ,fears
abzuholen ,pick
gefühlen ,emotions
beschäftigen ,employ
unglaubliche ,unbelievable
selbe ,same
barnes ,barnes
spürt ,feels
funkgerät ,radio set
abgegeben ,submitted
laurel ,laurel
angemessen ,reasonable
ohnehin ,anyway
chinesisch ,Chinese
orden ,medal
angeheuert ,hired
wählt ,chooses
lustige ,funny
abhängen ,depend
vierten ,fourth
tanner ,tanner
schläge ,beating
zögern ,hesitate
bezeichnen ,describe
seltsames ,strange
beruflich ,professional
un ,U.N
bedeckt ,covered
anzufangen ,to begin
geraucht ,smoked
töteten ,killing
begeben ,go
verständlich ,understandable
pop ,pop
merkte ,noted
infektion ,infection
kitty ,kitty
entspricht ,corresponds to
winkel ,angle
experten ,Experts
betten ,beds
boxen ,fight
torte ,cake
austausch ,exchange
aufregen ,upset
vermuten ,suspect
geheimdienst ,intelligence
schlangen ,snakes
erholt ,recovered
zach ,zach
überzeugend ,convincingly
prue ,prue
genick ,neck
wuchs ,growth
autorität ,authority
schinken ,ham
wien ,Vienna
langes ,long
sookie ,sookie
zoey ,zoey
fetten ,grease
hai ,shark
binden ,tie
erpressung ,blackmail
derzeit ,currently
getäuscht ,deceived
buddy ,buddy
keines ,none
sammlung ,collection
anruft ,calling
tauchte ,appeared
weist ,has
ergreifen ,grab
frohes ,Happy
hänge ,hang
bewohner ,resident
entschied ,decided
supermarkt ,Supermarket
offiziere ,officers
verwandte ,relative
schwachkopf ,Moron
antoine ,antoine
irak ,Iraq
rangehen ,get stuck in
naomi ,naomi
kündigen ,cancel
geldes ,disposable
dealer ,dealer
könige ,kings
army ,army
januar ,January
agnes ,agnes
priorität ,priority
beförderung ,promotion
kranke ,patient
eifersucht ,jealousy
way ,way
heutige ,today
sprang ,leapt
kürze ,shortness
polen ,Poland
erbärmlich ,pitifully
erfasst ,detected
besonderer ,special
good ,good
geräte ,equipment
tanze ,dance
königliche ,Royal
durchmachen ,go through
dallas ,dallas
verschwendet ,wasted
kennedy ,kennedy
uld ,uld
alec ,alec
akzeptiere ,accept
ausgeschaltet ,switched off
ufer ,shore
risiken ,risks
schrie ,cried
beeinflusst ,affected
hal ,hal
aussiehst ,looks
ausgebildet ,educated
bezirk ,district
herrje ,goodness gracious
beauftragt ,instructed
geschützt ,protected
abgeschnitten ,isolated
qualität ,quality
henker ,hangman
ausgezogen ,moved out
versichern ,assure
gewinnst ,win
navy ,navy
schmidt ,schmidt
beschloss ,decided
batman ,batman
sun ,sun
kapierst ,kapierst
scheibe ,disc
veronica ,veronica
rosie ,rosie
pedro ,pedro
konferenz ,conference
länder ,countries
flecken ,stains
fur ,For
neal ,neal
sonnenaufgang ,sunrise
reed ,reed
braun ,brown
diagnose ,diagnosis
paranoid ,paranoid
weltraum ,space
adams ,adams
vorbild ,Idol
halle ,Hall
wandern ,hike
fisher ,fisher
frost ,frost
gehandelt ,traded
hawaii ,Hawaii
kabine ,cabin
chefin ,boss
porter ,porter
römer ,Roman
weinst ,cry
bäumen ,trees
simpson ,simpson
datenbank ,Database
suchten ,sought
gesegnet ,blessed
teilnehmen ,take part
umbringt ,kill
claude ,claude
blonde ,blonde
bunker ,bunker
mieser ,lousy
löffel ,spoon
geteilt ,divided
klaren ,clear
bree ,bree
abhängig ,dependent
überlebenden ,surviving
worf ,worf
geeignet ,suitable
hindern ,prevent
fahrstuhl ,elevator
ausgeht ,goes out
mylady ,milady
flagge ,flag
komplette ,complete
hing ,hung
italiener ,Italian
disziplin ,discipline
erzogen ,behaved
harvard ,Harvard
kongress ,congress
eingezogen ,moved in
kurzer ,short
schirm ,umbrella
merlin ,merlin
charme ,charm
vorlesen ,read out
gefährlicher ,dangerous
mitfahren ,ride
maurice ,maurice
anzeigen ,Show
d. ,d.
schieb ,donating
empfindlich ,sensitive
parken ,park
koche ,cook
gestrichen ,painted
berühmten ,famous
manchen ,some
klopf ,knocking
zorro ,zorro
reichlich ,plentiful
lügnerin ,liar
mode ,Fashion
songs ,songs
breche ,break
ausgeraubt ,robbed
hahn ,tap
wußte ,knew
krachen ,crash
spürte ,felt
versammlung ,Assembly
folter ,torture
speck ,bacon
bedrohliche ,threatening
piept ,beeps
verbreitet ,common
nolan ,nolan
tore ,Gates
t. ,t.
vorräte ,Stocks
saal ,room
wirtschaft ,economy
fremd ,strange
mehrmals ,multiple times
generationen ,generations
coole ,cool
kaufst ,buy
abbrechen ,abort
seife ,Soap
herde ,herd
zwerg ,dwarf
brandon ,brandon
z.b. ,for example
neffen ,nephew
festgehalten ,arrested
ablenkung ,deflection
totale ,total
herrscher ,Ruler
überstehen ,survive
sprengstoff ,explosive
mikey ,mikey
erdbeben ,earthquake
level ,level
australien ,Australia
figuren ,characters
älteren ,older
lynn ,lynn
po ,po
theo ,theo
spinnt ,weaves
gleichgewicht ,balance
schalter ,switch
kumpels ,boys
zuneigung ,affection
rollstuhl ,wheelchair
bienen ,bees
mischen ,Mix
hauptstadt ,Capital
koks ,coke
piepen ,bleep
langem ,long
umsehen ,look around
gelegen ,located
em ,em
banditen ,bandits
hasste ,hated
getestet ,tested
camille ,camille
brody ,brody
dosis ,dose
glaubten ,believed
somit ,Consequently
ernähren ,feed
hacken ,chop
kammer ,chamber
lenny ,lenny
roll ,rolling
bezaubernd ,enchanting
wiederholt ,repeated
zueinander ,to each other
tattoo ,tattoo
melanie ,melanie
einschließlich ,including
randall ,randall
finsternis ,darkness
wallace ,wallace
betrachte ,consider
schmerzt ,hurts
gelehrt ,taught
gewechselt ,changed
menschliches ,human
redete ,spake
frühen ,early
voyager ,voyager
caleb ,caleb
entdeckte ,discovered
wirkte ,worked
versprichst ,promise
scheine ,seems
transporter ,transporter
n. ,n.
moderne ,modern
elijah ,elijah
wilder ,wild
abgelenkt ,distracted
abzug ,deduction
north ,north
becher ,cups
sicherstellen ,to ensure
e. ,e.
anweisung ,instructions
klettern ,climb
fingern ,fumble
geste ,gesture
spürst ,feel
privatleben ,privacy
zusammenarbeit ,collaboration
hinauf ,up
si ,si
tokio ,Tokyo
sicherheitsdienst ,security
kaugummi ,chewing gum
weltkrieg ,world war
huren ,whore
foster ,foster
gemeinsamen ,common
garantieren ,to guarantee
wells ,wells
ln ,ln
antonio ,antonio
kommunizieren ,communicate
cm ,cm
marc ,marc
blieben ,remained
technisch ,technically
frühstücken ,have breakfast
ve ,ve
khan ,khan
billiger ,cheaper
elaine ,elaine
standort ,Location
wagt ,dares
leugnen ,deny
beißt ,bites
landung ,landing
ernste ,serious
schockiert ,shocked
esst ,eat
begleitung ,accompaniment
allianz ,alliance
vermutet ,supposed
echo ,echo
herstellen ,produce
lars ,lars
lokal ,local
sklave ,slave
honig ,honey
videos ,videos
verkehrt ,wrong
göttin ,goddess
segeln ,sailing
bewahrt ,preserved
cass ,cass
hinterließ ,left behind
ganzer ,whole
cody ,cody
doris ,doris
verurteilen ,condemn
höchsten ,highest
februar ,February
privaten ,private
burke ,burke
v ,v
begegnung ,encounter
steige ,climb
feuerwehr ,fire Department
apollo ,Apollo
beginne ,begin
ähnliches ,something similar
stevens ,stevens
grauen ,gray
wärter ,guard
gewann ,won
vertreter ,representative
starker ,stronger
liebend ,loving
marge ,margin
schoß ,lap
serviert ,served
heilig ,holy
bißchen ,little
security ,security
genaue ,exact
wally ,wally
gewaltig ,immense
knoten ,node
begriffen ,understood
klarstellen ,clarify
chwhite ,chwhite
hinrichtung ,execution
überwinden ,overcome
ablegen ,lay down
einfällt ,incident
wundert ,wonders
stimmte ,voted
drohen ,threaten
madison ,madison
entgehen ,escape
stundenlang ,for hours
hausmeister ,facility manager
helikopter ,helicopter
beverly ,beverly
puppen ,dolls
aussah ,looked
night ,night
beobachte ,watching
check ,check
juwelen ,jewelery
bogen ,bow
duft ,fragrance
ankam ,arrived
respektiert ,respected
non ,non
schein ,bill
gewehre ,guns
kellnerin ,Waitress
vertraulich ,confidential
insgesamt ,a total of
ächzen ,groan
untersuchungen ,investigations
fliegst ,fly
platt ,flat
aufrecht ,upright
geprüft ,checked
hammond ,hammond
bedient ,operated
mangel ,defect
hoher ,higher
knien ,kneel
hobby ,hobby
ling ,ling
ivan ,ivan
nachtisch ,dessert
kollegin ,co-worker
edwards ,edwards
alptraum ,nightmare
regina ,regina
ausgesehen ,looked
reichtum ,wealth
überaus ,exceedingly
eisen ,iron
beamen ,beam
haftbefehl ,arrest warrant
verletzte ,injured
buchstäblich ,literally
größter ,largest
sylvia ,sylvia
flieg ,fly
dreckige ,dirty
erfinden ,to invent
ernte ,harvest
kamin ,stack
scotty ,scotty
weste ,vest
sahst ,looked
kennzeichen ,Mark
grayson ,grayson
kronen ,crown
wage ,dare
z ,z
siegen ,win
verlobten ,betrothed
edgar ,edgar
afghanistan ,Afghanistan
würdig ,worthy
aufwacht ,wakes up
